accuracy,balanced_accuracy,precision,recall,f1,roc_auc,average_precision,brier,log_loss,threshold,tn,fp,fn,tp,expected_cost
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.7100000000000001,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.7200000000000001,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.73,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.74,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.75,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.76,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.77,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.78,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.79,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.8,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.81,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.8200000000000001,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.8300000000000001,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.8400000000000001,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.8500000000000001,1338,0,54,0,1.9396551724137931
0.9612068965517241,0.5,0.0,0.0,0.0,0.8940375352931406,0.4178289116923198,0.027337509316994187,0.1015694604288189,0.86,1338,0,54,0,1.9396551724137931
